"ev_takim","dep_takim","ev_sonuc","dep_sonuc","ev_topla_oynama","ev_ikili_mucadele_kazanma","ev_hava_topu","ev_pas_arasi","ev_ofsayt","ev_korner","dep_topla_oynama","dep_ikili_mucadele_kazanma","dep_hava_topu","dep_pas_arasi","dep_ofsayt","dep_korner","ev_pas","ev_uzun_pas","ev_pas_isabet","ev_rakip_yari_sahada_pas_isabeti","ev_orta","ev_orta_istabeti","dep_pas","dep_uzun_pas","dep_pas_isabet","dep_rakip_yari_sahada_pas_isabeti","dep_orta","dep_orta_istabeti","ev_gol","ev_sut","ev_isabetli_sut","ev_sut_engelleme","ev_ceza_sahasinin_disindan_sut","ev_ceza_sahasinin_icinden_sut","ev_sut_isabeti","dep_gol","dep_sut","dep_isabetli_sut","dep_sut_engelleme","dep_ceza_sahasi_disindan_sut","dep_ceza_sahasi_icinden_sut","dep_sut_isabeti","ev_top_kapma","ev_top_kapma_basarisi","ev_uzaklastirma","dep_top_kapma","dep_top_kapma_basarisi","dep_uzaklastirma","ev_faul","ev_sari_kart","ev_kirmizi_kart","dep_faul","dep_sari_kart","dep_kirmizi_kart"
"Trabzonspor","Fenerbahçe","1","1","%49,2","%53,5","%55,6","13","5","2","%50,8","%46,5","%44,4","14","0","12","365","75","%68,8","%57,9","9","%44,4","360","59","%70,0","%61,1","27","%22,2","1","11","2","2","4","7","%18,2","1","13","6","1","2","11","%46,2","17","%64,7","35","14","%50,0","20","15","2","0","21","3","0","0"
"Trabzonspor","Osmanlıspor FK","4","3","%56,2","%44,4","%51,5","9","2","6","%43,8","%55,6","%48,5","17","1","4","406","37","%75,1","%62,7","15","%20,0","319","69","%71,5","%62,1","13","%30,8","4","20","10","3","7","13","%50,0","3","13","6","4","6","7","%46,2","14","%92,9","22","26","%57,7","32","18","4","0","13","4","0","1"
"Kayserispor","Osmanlıspor FK","2","2","%59,7","%45,3","%38,5","8","2","6","%40,3","%54,7","%61,5","9","1","3","472","66","%82,4","%71,3","24","%20,8","324","51","%76,2","%67,4","12","%33,3","2","13","5","2","5","8","%38,5","2","16","4","3","8","8","%25,0","13","%92,3","5","17","%64,7","27","12","3","1","12","2","1","0"
"Yeni Malatyaspor","Konyaspor","1","1","%57,4","%56,6","%51,4","15","2","3","%42,6","%43,4","%48,6","10","1","2","458","65","%82,5","%62,4","14","%14,3","338","51","%75,7","%65,6","11","%18,2","1","4","1","1","1","3","%25,0","1","8","2","3","6","2","%25,0","24","%50,0","17","16","%81,3","17","15","3","1","22","2","0","0"
"Kasımpaşa","İstanbul Başakşehir","1","2","%37,6","%44,4","%43,3","12","2","4","%62,4","%55,6","%56,7","6","2","3","385","61","%76,9","%63,0","14","%14,3","650","52","%86,8","%80,2","14","%28,6","1","10","6","1","3","7","%60,0","2","20","9","4","13","7","%45,0","16","%56,3","27","25","%72,0","17","13","3","0","14","1","0","2"
"Fenerbahçe","Konyaspor","3","2","%49,2","%56,5","%56,1","15","2","7","%50,8","%43,5","%43,9","16","4","4","417","45","%81,5","%75,3","21","%28,6","429","54","%80,9","%72,9","20","%35,0","3","22","8","7","5","17","%36,4","2","14","8","3","2","12","%57,1","20","%60,0","24","10","%60,0","18","9","0","0","10","3","0","1"
"Yeni Malatyaspor","Galatasaray","2","1","%36,9","%48,5","%47,5","11","1","2","%63,1","%51,5","%52,5","16","2","8","329","67","%75,7","%66,8","17","%35,3","557","42","%84,4","%72,8","26","%11,5","2","11","5","3","7","4","%45,5","1","12","3","4","7","5","%25,0","22","%77,3","32","23","%69,6","18","14","2","0","18","0","0","1"
"Sivasspor","Yeni Malatyaspor","2","0","%43,5","%45,6","%48,4","8","0","4","%56,5","%54,4","%51,6","5","0","7","375","53","%80,3","%65,5","16","%25,0","493","58","%86,4","%73,8","22","%22,7","2","13","2","4","5","8","%15,4","0","15","3","5","7","8","%20,0","15","%66,7","20","14","%92,9","17","18","3","0","16","2","0","1"
"Alanyaspor","Trabzonspor","1","2","%39,8","%52,5","%56,1","9","0","5","%60,2","%47,5","%43,9","13","10","7","295","67","%69,2","%61,1","19","%36,8","459","46","%79,7","%68,0","17","%17,6","1","19","9","4","9","10","%47,4","2","11","4","1","4","7","%36,4","23","%60,9","31","17","%64,7","26","17","6","0","14","4","0","2"
"Beşiktaş","Osmanlıspor FK","5","1","%61,4","%45,5","%43,5","10","2","12","%38,6","%54,5","%56,5","9","3","3","465","53","%86,9","%74,4","35","%14,3","304","44","%78,9","%66,0","7","%42,9","5","19","9","3","6","13","%47,4","1","11","4","2","4","7","%36,4","26","%65,4","9","22","%50,0","29","19","1","0","14","3","0","1"
"Osmanlıspor FK","Karabükspor","3","0","%47,1","%52,2","%44,4","8","5","2","%52,9","%47,8","%55,6","10","3","5","396","72","%78,5","%65,7","13","%15,4","439","69","%78,1","%64,3","14","%28,6","3","10","4","1","4","6","%40,0","0","13","3","4","4","9","%23,1","14","%71,4","17","17","%70,6","10","12","2","0","17","1","0","1"
"Galatasaray","Fenerbahçe","0","0","%45,2","%51,6","%61,3","12","0","8","%54,8","%48,4","%38,7","13","0","6","349","65","%79,9","%68,7","30","%30,0","435","56","%80,7","%71,5","19","%5,3","0","13","3","2","3","10","%23,1","0","4","0","0","2","2","%0,0","21","%66,7","29","20","%65,0","23","21","3","1","15","2","0","0"
"Gençlerbirliği","Antalyaspor","0","1","%55,1","%56,2","%59,3","8","3","4","%44,9","%43,8","%40,7","13","1","5","401","68","%77,8","%62,6","32","%9,4","349","80","%73,4","%64,7","6","%16,7","0","11","2","3","4","7","%18,2","1","13","3","2","6","7","%23,1","19","%68,4","15","17","%82,4","37","16","3","0","18","2","0","2"
"Gençlerbirliği","Sivasspor","4","0","%32,1","%49,5","%61,3","17","3","6","%67,9","%50,5","%38,7","15","3","6","243","71","%60,5","%46,7","15","%26,7","516","86","%80,0","%70,1","28","%21,4","4","16","9","2","4","12","%56,3","0","16","5","6","6","10","%31,3","18","%72,2","30","15","%53,3","11","17","4","0","9","1","0","1"
"Akhisarspor","Gençlerbirliği","3","3","%64,7","%53,1","%54,2","18","1","2","%35,3","%46,9","%45,8","16","0","3","504","77","%80,2","%67,1","15","%20,0","272","72","%63,2","%46,1","12","%41,7","3","9","4","3","2","7","%44,4","3","10","5","4","4","6","%50,0","9","%88,9","16","11","%63,6","23","14","0","0","17","1","1","0"
"Beşiktaş","Gençlerbirliği","1","0","%66,2","%57,4","%45,9","6","1","9","%33,8","%42,6","%54,1","16","1","2","567","67","%84,1","%74,7","31","%19,4","297","62","%67,7","%55,3","9","%22,2","1","20","7","4","6","14","%35,0","0","6","3","1","2","4","%50,0","25","%80,0","13","21","%57,1","30","12","2","0","18","2","0","1"
"Trabzonspor","İstanbul Başakşehir","0","1","%48,3","%47,1","%28,0","16","2","3","%51,7","%52,9","%72,0","16","1","7","515","64","%80,0","%71,9","8","%12,5","541","55","%79,7","%67,2","21","%38,1","0","15","4","4","9","6","%26,7","1","14","8","1","3","11","%57,1","23","%69,6","21","29","%79,3","13","9","1","0","16","2","0","2"
"Gençlerbirliği","Trabzonspor","0","0","%41,9","%43,3","%46,7","20","1","7","%58,1","%56,7","%53,3","9","1","5","337","57","%72,7","%62,9","19","%26,3","469","68","%76,8","%66,5","19","%42,1","0","17","6","5","8","9","%35,3","0","13","2","2","5","8","%15,4","10","%70,0","21","25","%72,0","28","15","1","0","18","2","0","0"
"İstanbul Başakşehir","Karabükspor","5","0","%70,9","%57,1","%87,5","14","2","5","%29,1","%42,9","%12,5","10","0","0","901","53","%91,6","%85,0","19","%26,3","365","48","%78,1","%70,2","12","%16,7","5","23","11","5","9","14","%47,8","0","4","2","0","3","1","%50,0","25","%48,0","9","16","%62,5","18","7","0","0","6","1","0","1"
"Antalyaspor","Karabükspor","2","1","%44,8","%44,9","%41,9","11","4","3","%55,2","%55,1","%58,1","15","0","9","375","89","%74,9","%60,9","14","%28,6","450","64","%78,9","%66,3","23","%21,7","2","17","11","3","7","10","%64,7","1","16","5","4","8","8","%31,3","20","%70,0","28","19","%52,6","16","15","3","0","10","2","1","1"
"Kayserispor","Gençlerbirliği","3","2","%60,8","%45,8","%35,9","5","2","1","%39,2","%54,2","%64,1","10","2","7","542","81","%79,9","%70,1","12","%8,3","341","70","%69,8","%55,7","16","%37,5","3","9","3","1","3","6","%33,3","2","13","6","3","2","11","%46,2","17","%64,7","19","17","%58,8","19","15","2","0","13","3","0","1"
"Göztepe","Osmanlıspor FK","3","3","%60,9","%49,6","%51,4","9","1","3","%39,1","%50,4","%48,6","20","8","6","441","77","%76,4","%61,2","23","%21,7","276","59","%69,2","%54,6","24","%20,8","3","15","6","3","5","10","%40,0","3","16","6","3","5","11","%37,5","20","%70,0","20","19","%57,9","29","15","4","0","15","4","0","0"
"Osmanlıspor FK","Yeni Malatyaspor","0","0","%60,9","%43,4","%35,1","13","1","5","%39,1","%56,6","%64,9","17","0","4","505","61","%78,6","%67,2","29","%17,2","320","81","%68,4","%59,1","17","%29,4","0","11","4","2","6","5","%36,4","0","13","5","2","3","10","%38,5","15","%53,3","22","20","%60,0","34","16","1","0","12","1","0","0"
"İstanbul Başakşehir","Akhisarspor","2","1","%62,5","%51,9","%32,0","11","3","5","%37,5","%48,1","%68,0","11","0","2","622","62","%84,9","%74,2","19","%26,3","359","55","%77,7","%63,2","23","%21,7","2","11","4","2","4","7","%36,4","1","10","4","2","4","6","%40,0","12","%50,0","17","13","%69,2","49","6","2","0","12","4","0","1"
"Sivasspor","Antalyaspor","3","1","%39,3","%51,5","%43,5","10","0","4","%60,7","%48,5","%56,5","15","4","3","317","57","%76,0","%65,6","6","%50,0","480","48","%82,7","%73,1","17","%17,6","3","10","3","3","3","7","%30,0","1","13","5","3","6","7","%38,5","12","%58,3","15","18","%72,2","8","16","2","1","23","5","0","1"
"Göztepe","Kasımpaşa","0","2","%55,3","%51,6","%45,0","13","1","14","%44,7","%48,4","%55,0","18","3","1","493","41","%85,0","%71,4","41","%12,2","418","70","%78,7","%68,6","12","%33,3","0","25","8","6","13","12","%32,0","2","8","3","1","0","8","%37,5","20","%80,0","6","11","%81,8","41","16","2","1","9","1","0","2"
"Antalyaspor","Trabzonspor","1","2","%49,9","%40,7","%30,3","8","1","9","%50,1","%59,3","%69,7","21","2","4","414","57","%76,6","%63,7","27","%14,8","417","68","%78,4","%65,4","20","%25,0","1","16","10","2","6","10","%62,5","2","10","5","2","1","9","%50,0","16","%75,0","21","16","%68,8","36","18","4","0","9","3","0","2"
"Sivasspor","Trabzonspor","1","2","%50,7","%41,2","%35,0","17","1","6","%49,3","%58,8","%65,0","16","5","4","384","51","%77,3","%65,0","27","%14,8","392","79","%74,7","%59,7","10","%40,0","1","14","5","2","9","5","%35,7","2","15","3","4","9","6","%20,0","17","%64,7","17","26","%73,1","29","12","3","0","15","3","0","2"
"Fenerbahçe","Kasımpaşa","4","2","%63,1","%45,4","%41,7","13","1","3","%36,9","%54,6","%58,3","22","3","3","553","36","%85,7","%78,6","23","%21,7","321","61","%77,6","%65,7","14","%7,1","4","16","8","0","4","12","%50,0","2","11","3","4","6","5","%27,3","19","%57,9","16","31","%61,3","29","17","3","0","15","1","0","1"
"Göztepe","İstanbul Başakşehir","1","2","%64,9","%54,9","%58,1","11","3","8","%35,1","%45,1","%41,9","15","5","4","659","74","%85,1","%75,0","32","%25,0","357","67","%75,4","%62,0","14","%28,6","1","19","4","4","4","15","%21,1","2","10","3","4","2","8","%30,0","14","%71,4","11","19","%73,7","34","11","0","0","15","0","0","2"
"Osmanlıspor FK","İstanbul Başakşehir","1","4","%30,2","%46,3","%46,9","9","1","6","%69,8","%53,7","%53,1","10","1","10","237","39","%69,2","%56,8","22","%31,8","572","71","%86,0","%74,4","22","%40,9","1","14","4","5","6","8","%28,6","4","20","6","6","8","12","%30,0","15","%60,0","19","21","%52,4","19","14","4","0","10","2","0","2"
"Gençlerbirliği","Galatasaray","1","0","%24,4","%49,5","%46,3","11","4","5","%75,6","%50,5","%53,7","8","0","6","204","69","%56,9","%47,7","13","%38,5","632","78","%84,5","%76,4","35","%28,6","1","11","2","4","4","7","%18,2","0","10","4","3","4","6","%40,0","10","%70,0","31","9","%66,7","4","18","2","0","12","3","0","1"
"Kasımpaşa","Fenerbahçe","1","4","%43,3","%50,7","%57,9","18","3","5","%56,7","%49,3","%42,1","12","2","2","380","73","%74,5","%63,6","39","%28,2","529","62","%78,4","%72,8","18","%33,3","1","18","3","4","5","13","%16,7","4","14","7","2","6","8","%50,0","25","%72,0","23","26","%73,1","37","22","1","0","14","1","0","2"
"Yeni Malatyaspor","Trabzonspor","1","0","%41,2","%51,6","%55,3","8","2","5","%58,8","%48,4","%44,7","9","1","2","309","54","%77,0","%64,4","19","%15,8","451","38","%81,4","%72,3","14","%21,4","1","14","2","4","9","5","%14,3","0","11","4","1","4","7","%36,4","14","%64,3","42","14","%64,3","29","18","3","0","17","3","2","1"
"Galatasaray","Karabükspor","3","2","%60,1","%50,5","%42,9","6","2","8","%39,9","%49,5","%57,1","21","2","3","535","52","%80,0","%69,2","25","%32,0","359","76","%74,1","%64,0","15","%13,3","3","16","6","5","5","11","%37,5","2","7","4","1","2","5","%57,1","23","%65,2","25","20","%80,0","25","11","4","0","9","3","0","1"
"İstanbul Başakşehir","Yeni Malatyaspor","1","0","%73,3","%52,9","%69,0","7","4","5","%26,7","%47,1","%31,0","19","0","4","650","53","%90,3","%80,3","19","%21,1","237","58","%69,6","%58,9","7","%14,3","1","7","2","1","1","6","%28,6","0","9","4","2","4","5","%44,4","15","%73,3","16","19","%84,2","13","16","1","0","14","1","0","1"
"Fenerbahçe","Gençlerbirliği","2","2","%59,4","%56,4","%53,4","10","2","5","%40,6","%43,6","%46,6","17","1","3","463","55","%75,2","%66,7","24","%29,2","319","68","%64,3","%53,7","15","%26,7","2","23","7","8","8","15","%30,4","2","8","1","0","4","4","%12,5","17","%76,5","27","14","%64,3","33","15","3","0","18","5","0","0"
"Gençlerbirliği","Fenerbahçe","1","2","%29,7","%44,0","%50,0","21","1","8","%70,3","%56,0","%50,0","7","1","3","221","61","%57,9","%42,8","20","%25,0","555","60","%83,8","%75,4","20","%10,0","1","9","2","4","4","5","%22,2","2","11","3","2","5","6","%27,3","8","%75,0","24","16","%62,5","18","13","1","2","14","4","0","2"
"Kasımpaşa","Antalyaspor","2","3","%51,0","%51,8","%55,8","13","1","9","%49,0","%48,2","%44,2","14","1","7","418","67","%80,9","%70,5","28","%28,6","409","52","%79,5","%70,4","21","%28,6","2","23","7","7","11","12","%30,4","3","15","7","2","8","7","%46,7","16","%75,0","21","21","%52,4","30","8","0","1","12","4","0","2"
"Fenerbahçe","İstanbul Başakşehir","2","3","%57,5","%50,0","%57,1","15","0","5","%42,5","%50,0","%42,9","14","2","3","557","44","%86,5","%79,3","38","%34,2","424","55","%81,1","%69,9","14","%14,3","2","19","2","8","7","12","%10,5","3","11","7","1","4","7","%63,6","19","%68,4","15","16","%68,8","19","19","2","0","12","4","0","2"
"Akhisarspor","Karabükspor","2","1","%40,1","%52,1","%50,0","18","4","2","%59,9","%47,9","%50,0","8","2","3","347","76","%68,6","%53,8","6","%33,3","518","60","%79,0","%65,0","13","%38,5","2","9","3","1","5","4","%33,3","1","14","5","5","8","6","%35,7","16","%68,8","26","16","%93,8","24","15","2","0","18","3","0","1"
"Fenerbahçe","Sivasspor","4","1","%57,6","%52,5","%47,6","11","5","8","%42,4","%47,5","%52,4","13","1","3","452","32","%87,4","%79,2","28","%25,0","338","59","%77,2","%68,4","12","%33,3","4","20","6","5","7","13","%30,0","1","7","1","2","4","3","%14,3","19","%73,7","19","19","%73,7","19","15","3","0","17","4","1","1"
"Konyaspor","Alanyaspor","0","2","%60,9","%48,5","%35,3","23","3","12","%39,1","%51,5","%64,7","22","3","5","549","51","%83,1","%74,5","28","%7,1","354","75","%73,2","%59,9","15","%13,3","0","17","6","5","9","8","%35,3","2","13","4","3","8","5","%30,8","12","%75,0","14","6","%50,0","27","14","3","0","10","2","0","2"
"Trabzonspor","Antalyaspor","3","0","%46,7","%49,1","%62,9","12","0","1","%53,3","%50,9","%37,1","11","3","5","358","65","%78,2","%72,4","3","%0,0","391","55","%79,3","%71,3","24","%29,2","3","8","5","1","2","6","%62,5","0","18","2","8","6","12","%11,1","15","%53,3","38","12","%66,7","12","16","3","0","16","3","0","1"
"Beşiktaş","Kayserispor","2","0","%48,1","%53,8","%51,9","22","4","7","%51,9","%46,2","%48,1","8","0","7","421","55","%84,8","%72,0","18","%38,9","455","55","%83,1","%65,9","24","%8,3","2","17","7","4","7","10","%41,2","0","10","1","2","6","4","%10,0","15","%60,0","23","15","%73,3","20","13","0","1","10","2","1","1"
"Yeni Malatyaspor","Antalyaspor","1","1","%56,8","%54,3","%57,1","9","0","10","%43,2","%45,7","%42,9","23","0","1","462","62","%79,7","%65,2","31","%25,8","366","75","%76,2","%69,1","10","%20,0","1","18","5","9","9","9","%27,8","1","6","3","0","0","6","%50,0","8","%62,5","3","17","%82,4","29","13","3","0","20","2","0","0"
"Konyaspor","Kayserispor","2","0","%45,3","%52,2","%55,2","11","0","6","%54,7","%47,8","%44,8","11","0","4","328","52","%74,7","%65,0","13","%30,8","385","50","%81,0","%68,5","29","%17,2","2","12","3","5","6","6","%25,0","0","5","0","4","2","3","%0,0","19","%42,1","24","16","%62,5","21","13","0","1","13","2","1","1"
"Bursaspor","Yeni Malatyaspor","0","0","%63,4","%47,6","%60,6","13","3","9","%36,6","%52,4","%39,4","19","2","2","537","66","%84,9","%70,1","39","%17,9","323","59","%72,4","%56,4","9","%0,0","0","11","4","4","3","8","%36,4","0","3","2","0","3","0","%66,7","11","%81,8","18","27","%66,7","45","18","3","0","15","2","0","0"
"Osmanlıspor FK","Konyaspor","0","0","%52,9","%44,8","%43,8","17","1","3","%47,1","%55,2","%56,3","12","2","4","403","88","%75,9","%64,0","22","%9,1","364","62","%70,9","%57,1","9","%0,0","0","9","2","3","5","4","%22,2","0","10","4","3","5","5","%40,0","18","%33,3","24","17","%58,8","34","13","1","0","7","0","0","0"
"Fenerbahçe","Göztepe","2","1","%57,0","%49,7","%58,2","6","6","9","%43,0","%50,3","%41,8","10","0","4","500","57","%84,8","%75,0","32","%28,1","385","81","%74,0","%60,8","11","%45,5","2","15","3","4","4","11","%20,0","1","9","4","3","3","6","%44,4","13","%76,9","19","29","%62,1","31","16","3","0","11","4","0","1"
"Kasımpaşa","Trabzonspor","0","3","%55,7","%45,7","%25,0","16","0","6","%44,3","%54,3","%75,0","20","2","4","542","60","%81,0","%71,5","20","%20,0","431","44","%78,4","%67,8","14","%14,3","0","11","5","5","5","6","%45,5","3","10","7","2","4","6","%70,0","13","%100,0","28","18","%66,7","21","15","2","0","16","1","0","2"
"Bursaspor","Sivasspor","1","0","%54,0","%55,5","%52,4","16","1","3","%46,0","%44,5","%47,6","19","2","5","484","75","%77,9","%62,7","21","%4,8","421","55","%76,7","%68,2","9","%0,0","1","10","4","1","4","6","%40,0","0","13","7","5","7","6","%53,8","17","%82,4","13","16","%50,0","22","13","3","0","17","2","0","1"
"Kayserispor","Yeni Malatyaspor","0","1","%66,4","%48,0","%37,8","11","0","5","%33,6","%52,0","%62,2","10","3","2","586","77","%86,5","%72,6","41","%14,6","302","65","%72,2","%62,3","14","%21,4","0","14","5","3","9","5","%35,7","1","7","4","2","2","5","%57,1","16","%68,8","13","22","%72,7","48","9","2","0","14","4","0","2"
"Konyaspor","Karabükspor","2","0","%41,6","%50,7","%48,6","24","4","3","%58,4","%49,3","%51,4","9","2","2","340","57","%71,2","%64,0","9","%33,3","465","57","%75,9","%62,9","21","%19,0","2","15","6","3","7","8","%40,0","0","12","2","4","5","7","%16,7","25","%72,0","28","18","%61,1","17","15","3","0","18","4","0","1"
"Konyaspor","Antalyaspor","1","1","%56,8","%50,5","%51,2","12","1","7","%43,2","%49,5","%48,8","15","1","5","451","81","%80,7","%72,4","27","%11,1","347","60","%74,9","%67,4","17","%35,3","1","24","4","8","10","14","%16,7","1","13","3","1","5","8","%23,1","17","%76,5","16","21","%85,7","40","7","2","0","8","2","0","0"
"Galatasaray","Bursaspor","5","0","%68,0","%47,4","%59,4","3","2","9","%32,0","%52,6","%40,6","13","4","0","592","42","%87,7","%77,3","22","%13,6","284","69","%72,2","%58,4","5","%0,0","5","18","8","4","7","11","%44,4","0","3","0","0","3","0","%0,0","16","%56,3","8","27","%66,7","18","14","1","0","12","0","1","1"
"Sivasspor","Beşiktaş","2","1","%29,7","%43,6","%27,8","14","4","2","%70,3","%56,4","%72,2","11","3","15","255","66","%63,5","%56,5","4","%50,0","568","49","%87,7","%73,1","49","%26,5","2","12","7","1","5","7","%58,3","1","24","9","4","7","17","%37,5","14","%78,6","40","7","%57,1","8","10","1","0","11","0","0","1"
"Kasımpaşa","Göztepe","3","1","%44,7","%55,9","%69,6","20","3","5","%55,3","%44,1","%30,4","20","3","3","435","56","%79,5","%68,3","18","%38,9","541","57","%81,9","%70,7","20","%10,0","3","18","6","3","9","9","%33,3","1","14","2","4","9","5","%14,3","16","%68,8","29","16","%93,8","12","11","1","0","9","1","0","1"
"Karabükspor","Yeni Malatyaspor","2","4","%67,8","%48,9","%48,2","12","3","4","%32,2","%51,1","%51,8","15","1","4","453","59","%78,8","%65,0","27","%22,2","222","83","%53,6","%39,6","8","%25,0","2","18","5","4","10","8","%27,8","4","8","5","2","0","8","%62,5","16","%56,3","24","9","%77,8","49","25","2","0","13","2","0","2"
"Bursaspor","Akhisarspor","3","0","%41,8","%58,9","%59,1","5","1","4","%58,2","%41,1","%40,9","7","1","7","372","52","%83,1","%75,3","16","%31,3","511","45","%87,5","%73,6","36","%16,7","3","15","5","4","6","9","%33,3","0","17","4","4","6","11","%23,5","21","%47,6","33","17","%64,7","16","6","2","0","9","1","0","1"
"Karabükspor","Antalyaspor","1","2","%50,8","%47,8","%54,5","7","4","3","%49,2","%52,2","%45,5","10","0","4","419","80","%80,9","%62,9","24","%12,5","423","78","%77,1","%65,0","11","%18,2","1","7","4","0","3","4","%57,1","2","10","4","2","6","4","%40,0","27","%66,7","21","34","%82,4","25","17","1","0","16","0","0","2"
"İstanbul Başakşehir","Fenerbahçe","0","2","%61,2","%56,7","%45,0","12","6","5","%38,8","%43,3","%55,0","18","0","3","593","59","%82,5","%68,3","28","%17,9","379","54","%71,8","%62,6","15","%33,3","0","11","3","6","5","6","%27,3","2","15","5","3","5","10","%33,3","15","%73,3","12","16","%68,8","36","9","2","0","14","0","0","2"
"Yeni Malatyaspor","Alanyaspor","1","1","%51,9","%43,0","%50,8","16","2","2","%48,1","%57,0","%49,2","9","1","5","364","72","%71,7","%60,6","15","%13,3","333","59","%71,5","%55,4","17","%5,9","1","9","2","1","3","6","%22,2","1","5","2","1","3","2","%40,0","11","%63,6","21","14","%64,3","28","24","3","0","17","2","0","0"
"Akhisarspor","Konyaspor","3","0","%46,9","%51,1","%56,3","14","1","0","%53,1","%48,9","%43,8","19","1","3","468","70","%76,9","%68,7","16","%18,8","536","68","%80,2","%72,9","10","%10,0","3","10","5","2","3","7","%50,0","0","7","2","1","4","3","%28,6","22","%77,3","10","19","%73,7","9","17","3","0","13","2","0","1"
